id,ageInDays,ageInDaysForYear,ageInYears,amateurClubName,amateurLeague,birthDate,birthPlace,countryCode,csPlayerId,draftDate,draftMasterId,draftYear,draftedByTeamId,firstName,height,lastName,notes,overallPickNumber,pickInRound,playerId,playerName,position,removedOutright,removedOutrightWhy,roundNumber,shootsCatches,supplementalDraft,teamPickHistory,triCode,weight
14875,6684.0,110.0,18.0,JYP Jr.,Finland Jr.,1993-03-07,"Jamsankoski, Finland",FIN,43632.0,2011-06-25,58,2011,22,Samu,77.0,Perhonen,,62,1,8476387.0,Samu Perhonen,G,N,,3,L,N,EDM,EDM,184.0
14876,6566.0,357.0,17.0,Guelph,OHL,1993-07-03,"Kaunas, Lithuania",LTU,19148.0,2011-06-25,58,2011,2,Andrey,76.0,Pedan,,63,2,8476388.0,Andrey Pedan,D,N,,3,L,N,COL-NYI,NYI,201.0
14877,6558.0,349.0,17.0,Saginaw,OHL,1993-07-11,"Pittsburgh, PA  USA",USA,24744.0,2011-06-25,58,2011,13,Vincent,70.0,Trocheck,,64,3,8476389.0,Vincent Trocheck,C,N,,3,R,N,FLA,FLA,178.0
14878,6816.0,242.0,18.0,Mississauga St. Michael's,OHL,1992-10-26,"Toronto, ON  CAN",CAN,5064.0,2011-06-25,58,2011,24,Joseph,72.0,Cramarossa,,65,4,8476390.0,Joseph Cramarossa,C,N,,3,L,N,NYI-ANA,ANA,190.0
14879,7060.0,120.0,19.0,Notre Dame,CCHA,1992-02-25,"Orland Park, IL  USA",USA,24910.0,2011-06-25,58,2011,29,T.J.,68.0,Tynan,,66,5,8476391.0,T.J. Tynan,C,N,,3,R,N,OTT-CBJ,CBJ,165.0
14880,6662.0,88.0,18.0,Swift Current,WHL,1993-03-29,"St. Louis, MO  USA",USA,14700.0,2011-06-25,58,2011,52,Adam,76.0,Lowry,,67,6,8476392.0,Adam Lowry,LW,N,,3,L,N,WPG,WPG,187.0
14881,6549.0,340.0,17.0,Sault Ste. Marie,OHL,1993-07-20,"Belleville, ON  CAN",CAN,4986.0,2011-06-25,58,2011,4,Nick,70.0,Cousins,,68,7,8476393.0,Nick Cousins,C,N,,3,L,N,CBJ-PHI,PHI,169.0
17957,,,,,,,,,,2011-06-25,58,2011,1,,,,Forfeited pick,69,8,,,,N,,3,,N,NJD,NJD,
14883,6654.0,80.0,18.0,USA U-18,USHL,1993-04-06,"Westport, CT  USA",USA,18787.0,2011-06-25,58,2011,16,Michael,75.0,Paliotta,,70,9,8476394.0,Michael Paliotta,D,N,,3,R,N,TOR-CHI,CHI,198.0
14884,6529.0,320.0,17.0,Victoriaville,QMJHL,1993-08-09,"Tabor, Czech Republic",CZE,10965.0,2011-06-25,58,2011,23,David,75.0,Honzik,,71,10,8476395.0,David Honzik,G,N,,3,L,N,MIN-VAN,VAN,209.0
14885,6641.0,67.0,18.0,Edina H.S.,HIGH-MN,1993-04-19,"Chambersburg, PA  USA",USA,7802.0,2011-06-25,58,2011,3,Steven,74.0,Fogarty,,72,11,8476396.0,Steven Fogarty,C,N,,3,R,N,STL-NYR,NYR,194.0
14886,6662.0,88.0,18.0,Edmonton,WHL,1993-03-29,"Greenwich, CT  USA",USA,14696.0,2011-06-25,58,2011,12,Keegan,73.0,Lowe,,73,12,8476397.0,Keegan Lowe,D,N,,3,L,N,CAR,CAR,173.0
14887,6662.0,88.0,18.0,Edmonton,WHL,1993-03-29,"North Vancouver, BC  CAN",CAN,7241.0,2011-06-25,58,2011,22,Travis,73.0,Ewanyk,,74,13,8476398.0,Travis Ewanyk,LW,N,,3,L,N,CGY-EDM,EDM,176.0
14888,7149.0,209.0,19.0,Indiana,USHL,1991-11-28,"Plano, TX  USA",USA,4499.0,2011-06-25,58,2011,1,Blake,70.0,Coleman,,75,14,8476399.0,Blake Coleman,C,N,,3,L,N,DAL-NJD,NJD,198.0
14889,6837.0,263.0,18.0,Cape Breton,QMJHL,1992-10-05,"Glace Bay, NS  CAN",CAN,22324.0,2011-06-25,58,2011,13,Logan,75.0,Shaw,,76,15,8476400.0,Logan Shaw,RW,N,,3,R,N,NYR-FLA,FLA,193.0
14890,6682.0,108.0,18.0,Sault Ste. Marie,OHL,1993-03-09,"Richmond Hill, ON  CAN",CAN,3810.0,2011-06-25,58,2011,7,Daniel,69.0,Catenacci,,77,16,8476401.0,Daniel Catenacci,C,N,,3,L,N,BUF,BUF,186.0
14891,6597.0,23.0,18.0,Stouffville,OJHL,1993-06-02,"Scarborough, ON  CAN",CAN,22220.0,2011-06-25,58,2011,52,Brennan,75.0,Serville,,78,17,8476402.0,Brennan Serville,D,N,,3,R,N,MTL-WPG,WPG,184.0
14892,7294.0,354.0,19.0,Linkoping,SWEDEN,1991-07-06,"Katrineholm, Sweden",SWE,30363.0,2011-06-25,58,2011,16,Klas,74.0,Dahlbeck,,79,18,8476403.0,Klas Dahlbeck,D,N,,3,L,N,CHI,CHI,194.0
14893,7344.0,39.0,20.0,Oshawa,OHL,1991-05-17,"Pickering, ON  CAN",CAN,385.0,2011-06-25,58,2011,26,Andy,73.0,Andreoff,,80,19,8476404.0,Andy Andreoff,C,N,,3,L,N,LAK,LAK,198.0
14894,6503.0,294.0,17.0,Saginaw,OHL,1993-09-04,"Toronto, ON  CAN",CAN,3370.0,2011-06-25,58,2011,6,Anthony,72.0,Camara,,81,20,8476405.0,Anthony Camara,LW,N,,3,L,N,PHX-BOS,BOS,194.0
14895,6846.0,272.0,18.0,U. of Denver,WCHA,1992-09-26,"Denver, CO  USA",USA,22439.0,2011-06-25,58,2011,26,Nicholas,72.0,Shore,,82,21,8476406.0,Nicholas Shore,C,N,,3,R,N,NSH-LAK,LAK,184.0
14896,6633.0,59.0,18.0,Green Bay,USHL,1993-04-27,"Duluth, MN  USA",USA,25877.0,2011-06-25,58,2011,24,Andy,73.0,Welinski,,83,22,8476407.0,Andy Welinski,D,N,,3,R,N,ANA,ANA,188.0
14897,6674.0,100.0,18.0,Prince Albert,WHL,1993-03-17,"Zehner, SK  CAN",CAN,21329.0,2011-06-25,58,2011,27,Harrison,74.0,Ruopp,,84,23,8476408.0,Harrison Ruopp,D,N,,3,R,N,PIT-PHI-PHX,PHX,198.0
14898,6694.0,120.0,18.0,Peterborough,OHL,1993-02-25,"Belleville, ON  CAN",CAN,20184.0,2011-06-25,58,2011,17,Alan,71.0,Quine,,85,24,8476409.0,Alan Quine,C,Y,Unsigned,3,L,N,DET,DET,184.0
14899,6604.0,30.0,18.0,Sudbury,OHL,1993-05-26,"Innisfil, ON  CAN",CAN,14131.0,2011-06-25,58,2011,10,Josh,73.0,Leivo,,86,25,8476410.0,Josh Leivo,LW,N,,3,R,N,PHI-TOR,TOR,173.0
14900,6602.0,28.0,18.0,Shawinigan,QMJHL,1993-05-28,"Montreal, QC  CAN",CAN,20213.0,2011-06-25,58,2011,13,Jonathan,73.0,Racine,,87,26,8476411.0,Jonathan Racine,D,N,,3,L,N,WSH-FLA,FLA,183.0
14901,6558.0,349.0,17.0,Owen Sound,OHL,1993-07-11,"Richmond Hill, ON  CAN",CAN,1817.0,2011-06-25,58,2011,19,Jordan,74.0,Binnington,,88,27,8476412.0,Jordan Binnington,G,N,,3,L,N,TBL-STL,STL,158.0
14902,6646.0,72.0,18.0,Sudbury,OHL,1993-04-14,"Thunder Bay, ON  CAN",CAN,22125.0,2011-06-25,58,2011,28,Justin,74.0,Sefton,,89,28,8476413.0,Justin Sefton,D,N,,3,R,N,SJS,SJS,209.0
14903,7233.0,293.0,19.0,Halifax,QMJHL,1991-09-05,"Laval, QC  CAN",CAN,9511.0,2011-06-25,58,2011,23,Alexandre,77.0,Grenier,,90,29,8476414.0,Alexandre Grenier,RW,N,,3,R,N,VAN,VAN,200.0
14904,6818.0,244.0,18.0,Eden Prarie,HIGH-MN,1992-10-24,"Eden Prairie, MN  USA",USA,20355.0,2011-06-25,58,2011,13,Kyle,68.0,Rau,,91,30,8476415.0,Kyle Rau,C,N,,3,L,N,BOS-FLA,FLA,163.0
14905,6709.0,135.0,18.0,North Dakota,WCHA,1993-02-10,"Edmonton, AB  CAN",CAN,22586.0,2011-06-25,58,2011,22,Dillon,73.0,Simpson,,92,1,8476416.0,Dillon Simpson,D,N,,4,L,N,EDM,EDM,192.0
14906,6618.0,44.0,18.0,Linkoping Jr.,SWEDEN-JR.,1993-05-12,"Sunne, Sweden",SWE,42010.0,2011-06-25,58,2011,21,Joachim,72.0,Nermark,,93,2,8476417.0,Joachim Nermark,C,N,,4,L,N,COL,COL,185.0
14907,7213.0,273.0,19.0,Saginaw,OHL,1991-09-25,"Oshawa, ON  CAN",CAN,22268.0,2011-06-25,58,2011,18,Josh,73.0,Shalla,,94,3,8475956.0,Josh Shalla,LW,N,,4,L,N,FLA-NSH,NSH,202.0
14908,6704.0,130.0,18.0,USA U-18,USHL,1993-02-15,"Westmont, IL  USA",USA,21366.0,2011-06-25,58,2011,2,Robbie,71.0,Russo,,95,4,8476418.0,Robbie Russo,D,N,,4,R,N,NYI,NYI,186.0
14909,6800.0,226.0,18.0,Gatineau,QMJHL,1992-11-11,"Ottawa, ON  CAN",CAN,18743.0,2011-06-25,58,2011,9,Jean-Gabriel,69.0,Pageau,,96,5,8476419.0,Jean-Gabriel Pageau,C,N,,4,R,N,OTT,OTT,163.0
14910,6652.0,78.0,18.0,Cedar Rapids,USHL,1993-04-08,"Littleton, CO  USA",USA,6129.0,2011-06-25,58,2011,8,Josiah,74.0,Didier,,97,6,8476421.0,Josiah Didier,D,N,,4,R,N,WPG-MTL,MTL,199.0
14911,6556.0,347.0,17.0,Shattuck-St. Mary's,HIGH-MN,1993-07-13,"Chicago, IL  USA",USA,20520.0,2011-06-25,58,2011,29,Mike,71.0,Reilly,,98,7,8476422.0,Mike Reilly,D,N,,4,L,N,CBJ,CBJ,156.0
14912,6499.0,290.0,17.0,USA U-18,USHL,1993-09-08,"Lansing, MI  USA",USA,2350.0,2011-06-25,58,2011,1,Reid,70.0,Boucher,,99,8,8476423.0,Reid Boucher,C,N,,4,L,N,NJD,NJD,192.0
14913,6519.0,310.0,17.0,Mora Jr.,SWEDEN-JR.,1993-08-19,"Mora, Sweden",SWE,42286.0,2011-06-25,58,2011,10,Tom,72.0,Nilsson,,100,9,8476424.0,Tom Nilsson,D,N,,4,R,N,TOR,TOR,176.0
14914,6644.0,70.0,18.0,Holy Angels,HIGH-MN,1993-04-16,"Burnsville, MN  USA",USA,13249.0,2011-06-25,58,2011,23,Joseph,76.0,LaBate,,101,10,8476425.0,Joseph LaBate,C,N,,4,L,N,MIN-VAN,VAN,190.0
14915,6697.0,123.0,18.0,Shawinigan,QMJHL,1993-02-22,"Saint-Hippolyte, QC  CAN",CAN,25209.0,2011-06-25,58,2011,19,Yannick,74.0,Veilleux,,102,11,8476380.0,Yannick Veilleux,LW,N,,4,L,N,STL,STL,190.0
14916,6798.0,224.0,18.0,Ambri,SWISS,1992-11-13,"Tramelan, Switzerland",CHE,34212.0,2011-06-25,58,2011,12,Gregory,72.0,Hofmann,,103,12,8476345.0,Gregory Hofmann,C,N,,4,L,N,CAR,CAR,175.0
14917,6525.0,316.0,17.0,Dubuque,USHL,1993-08-13,"Salem, NJ  USA",USA,8579.0,2011-06-25,58,2011,20,Johnny,66.0,Gaudreau,,104,13,8476346.0,Johnny Gaudreau,LW,N,,4,L,N,CGY,CGY,137.0
14918,6716.0,142.0,18.0,Brynas Jr.,SWEDEN-JR.,1993-02-03,"Gävle, Sweden",SWE,41437.0,2011-06-25,58,2011,25,Emil,72.0,Molin,,105,14,8476347.0,Emil Molin,C,N,,4,L,N,DAL,DAL,170.0
14919,6650.0,76.0,18.0,Edmonton,WHL,1993-04-10,"Winnipeg, MB  CAN",CAN,23722.0,2011-06-25,58,2011,3,Michael,70.0,St. Croix,,106,15,8476348.0,Michael St. Croix,C,N,,4,R,N,NYR,NYR,177.0
14920,6730.0,156.0,18.0,Seattle,WHL,1993-01-20,"Coppell, TX  USA",USA,11555.0,2011-06-25,58,2011,7,Colin,73.0,Jacobs,,107,16,8476349.0,Colin Jacobs,C,N,,4,R,N,BUF,BUF,205.0
14921,6703.0,129.0,18.0,Val d'Or,QMJHL,1993-02-16,"Le Gardeur, QC  CAN",CAN,477.0,2011-06-25,58,2011,8,Olivier,71.0,Archambault,,108,17,8476350.0,Olivier Archambault,LW,N,,4,L,N,MTL-WPG-MTL,MTL,176.0
14922,6719.0,145.0,18.0,Chelyabinsk 2,RUSSIA-JR.,1993-01-31,"Chelyabinsk, Russia",RUS,46807.0,2011-06-25,58,2011,16,Maxim,75.0,Shalunov,,109,18,8476351.0,Maxim Shalunov,RW,N,,4,L,N,CHI,CHI,185.0
14923,6840.0,266.0,18.0,U. of Wisconsin,WCHA,1992-10-02,"Park Ridge, IL  USA",USA,16744.0,2011-06-25,58,2011,26,Michael,74.0,Mersch,,110,19,8476352.0,Michael Mersch,LW,N,,4,L,N,LAK,LAK,198.0
14924,6777.0,203.0,18.0,Medicine Hat,WHL,1992-12-04,"Shaunavon, SK  CAN",CAN,12492.0,2011-06-25,58,2011,27,Kale,75.0,Kessy,,111,20,8476353.0,Kale Kessy,LW,N,,4,L,N,PHX,PHX,184.0
14925,7453.0,148.0,20.0,Boston University,H-EAST,1991-01-28,"Norfolk, MA  USA",USA,18192.0,2011-06-25,58,2011,18,Garrett,72.0,Noonan,,112,21,8476354.0,Garrett Noonan,D,N,,4,L,N,NSH,NSH,205.0
14926,7688.0,18.0,21.0,Farjestad,SWEDEN,1990-06-07,"Karlstad, Sweden",SWE,42569.0,2011-06-25,58,2011,8,Magnus,73.0,Nygren,,113,22,8476355.0,Magnus Nygren,D,N,,4,R,N,ANA-MTL,MTL,191.0
14927,6740.0,166.0,18.0,Kitchener,OHL,1993-01-10,"Landshut, Germany",DEU,20698.0,2011-06-25,58,2011,22,Tobias,70.0,Rieder,,114,23,8476356.0,Tobias Rieder,C,N,,4,L,N,PIT-EDM,EDM,180.0
14928,6719.0,145.0,18.0,Vancouver,WHL,1993-01-31,"Nitra, Slovakia",SVK,24899.0,2011-06-25,58,2011,17,Marek,74.0,Tvrdon,,115,24,8476357.0,Marek Tvrdon,RW,N,,4,L,N,DET,DET,210.0
14929,6589.0,15.0,18.0,Oshawa,OHL,1993-06-10,"Plantation, FL  USA",USA,23763.0,2011-06-25,58,2011,4,Colin,73.0,Suellentrop,,116,25,8476358.0,Colin Suellentrop,D,N,,4,R,N,PHI,PHI,190.0
14930,6532.0,323.0,17.0,Manglerud,NORWAY,1993-08-06,"Oslo, Norway",NOR,47677.0,2011-06-25,58,2011,15,Steffen,71.0,Soberg,,117,26,8476359.0,Steffen Soberg,G,N,,4,L,N,WSH,WSH,165.0
14931,7042.0,103.0,19.0,Seattle,WHL,1992-03-14,"Tonisvorst, Germany",DEU,18155.0,2011-06-25,58,2011,4,Marcel,75.0,Noebels,,118,27,8476360.0,Marcel Noebels,LW,N,,4,L,N,TBL-PHI,PHI,200.0
14932,6688.0,114.0,18.0,Tri-City,WHL,1993-03-03,"Vancouver, BC  CAN",CAN,26724.0,2011-06-25,58,2011,52,Zachary,72.0,Yuen,,119,28,8476361.0,Zachary Yuen,D,N,,4,L,N,SJS-WPG,WPG,196.0
14933,6683.0,109.0,18.0,Djurgarden Jr.,SWEDEN-JR.,1993-03-08,"Uppsala, Sweden",SWE,28990.0,2011-06-25,58,2011,23,Ludwig,73.0,Blomstrand,,120,29,8476362.0,Ludwig Blomstrand,LW,N,,4,L,N,VAN,VAN,198.0
14934,6961.0,22.0,19.0,Indiana,USHL,1992-06-03,"Jacksonville, FL  USA",USA,7493.0,2011-06-25,58,2011,6,Brian,74.0,Ferlin,,121,30,8476363.0,Brian Ferlin,RW,N,,4,R,N,BOS,BOS,201.0
14935,6649.0,75.0,18.0,Kosice Jr.,SLOVAKIA-JR.,1993-04-11,"Kosice, Slovakia",SVK,32547.0,2011-06-25,58,2011,22,Martin,77.0,Gernat,,122,1,8476364.0,Martin Gernat,D,N,,5,L,N,EDM,EDM,187.0
14936,6738.0,164.0,18.0,Plymouth,OHL,1993-01-12,"Wingham, ON  CAN",CAN,16783.0,2011-06-25,58,2011,21,Garrett,71.0,Meurs,,123,2,8476365.0,Garrett Meurs,C,N,,5,R,N,COL,COL,169.0
14937,6564.0,355.0,17.0,Magnitogorsk 2,RUSSIA-JR.,1993-07-05,"Magnitogorsk, Russia",RUS,37633.0,2011-06-25,58,2011,13,Yaroslav,75.0,Kosov,,124,3,8476366.0,Yaroslav Kosov,F,N,,5,L,N,FLA,FLA,220.0
14938,6977.0,38.0,19.0,Red Deer,WHL,1992-05-18,"Ostersund, Sweden",SWE,19362.0,2011-06-25,58,2011,2,John,74.0,Persson,,125,4,8476367.0,John Persson,LW,N,,5,L,N,NYI,NYI,199.0
14939,6787.0,213.0,18.0,Djurgarden,SWEDEN,1992-11-24,"Stockholm, Sweden",SWE,30243.0,2011-06-25,58,2011,9,Fredrik,72.0,Claesson,,126,5,8476368.0,Fredrik Claesson,D,N,,5,L,N,OTT,OTT,198.0
14940,6946.0,7.0,19.0,Spokane,WHL,1992-06-18,"Spruce Grove, AB  CAN",CAN,12511.0,2011-06-25,58,2011,2,Brenden,70.0,Kichton,,127,6,8476006.0,Brenden Kichton,D,Y,Unsigned,5,R,N,WPG-NYI,NYI,175.0
14941,6657.0,83.0,18.0,Omaha,USHL,1993-04-03,"New Prague, MN  USA",USA,285.0,2011-06-25,58,2011,29,Seth,74.0,Ambroz,,128,7,8476369.0,Seth Ambroz,RW,N,,5,R,N,CBJ,CBJ,209.0
14942,6699.0,125.0,18.0,USA U-18,USHL,1993-02-20,"Milford, MI  USA",USA,19592.0,2011-06-25,58,2011,1,Blake,71.0,Pietila,,129,8,8476370.0,Blake Pietila,LW,N,,5,L,N,NJD,NJD,189.0
14943,6526.0,317.0,17.0,Wayzata,HIGH-MN,1993-08-12,"Maple Grove, MN  USA",USA,3371.0,2011-06-25,58,2011,10,Tony,69.0,Cameranesi,,130,9,8476371.0,Tony Cameranesi,C,N,,5,R,N,TOR,TOR,162.0
14944,6596.0,22.0,18.0,Eden Prarie,HIGH-MN,1993-06-03,"Eden Prairie, MN  USA",USA,22118.0,2011-06-25,58,2011,30,Nick,72.0,Seeler,,131,10,8476372.0,Nick Seeler,D,N,,5,L,N,MIN,MIN,170.0
14945,6740.0,166.0,18.0,AIK Jr.,SWEDEN-JR.,1993-01-10,"Varmdo, Sweden",SWE,39952.0,2011-06-25,58,2011,19,Niklas,74.0,Lundstrom,,132,11,8476373.0,Niklas Lundstrom,G,N,,5,L,N,STL,STL,187.0
14946,6730.0,156.0,18.0,Indiana,USHL,1993-01-20,"Dublin, OH  USA",USA,13203.0,2011-06-25,58,2011,28,Sean,74.0,Kuraly,,133,12,8476374.0,Sean Kuraly,C,N,,5,L,N,CAR-FLA-WPG-SJS,SJS,190.0
14947,6749.0,175.0,18.0,Kelowna,WHL,1993-01-01,"Torrance, CA  USA",USA,16041.0,2011-06-25,58,2011,3,Shane,68.0,McColgan,,134,13,8476375.0,Shane McColgan,RW,N,,5,R,N,CGY-NYR,NYR,165.0
14948,6536.0,327.0,17.0,Victoriaville,QMJHL,1993-08-02,"Goshen, NY  USA",USA,25094.0,2011-06-25,58,2011,25,Troy,78.0,Vance,,135,14,8476376.0,Troy Vance,D,N,,5,R,N,DAL,DAL,200.0
14949,6719.0,145.0,18.0,Baie Comeau,QMJHL,1993-01-31,"Montreal, QC  CAN",CAN,18201.0,2011-06-25,58,2011,3,Samuel,77.0,Noreau,,136,15,8476377.0,Samuel Noreau,D,N,,5,R,N,NYR,NYR,206.0
14950,6652.0,78.0,18.0,Barrie,OHL,1993-04-08,"West Seneca, NY  USA",USA,14219.0,2011-06-25,58,2011,7,Alex,76.0,Lepkowski,,137,16,8476378.0,Alex Lepkowski,D,N,,5,L,N,BUF,BUF,210.0
14951,6552.0,343.0,17.0,Saskatoon,WHL,1993-07-17,"Medicine Hat, AB  CAN",CAN,6149.0,2011-06-25,58,2011,8,Darren,73.0,Dietz,,138,17,8476379.0,Darren Dietz,D,N,,5,R,N,MTL,MTL,193.0
14952,7280.0,340.0,19.0,Owen Sound,OHL,1991-07-20,"Belleville, ON  CAN",CAN,22311.0,2011-06-25,58,2011,16,Andrew,70.0,Shaw,,139,18,8476381.0,Andrew Shaw,C,N,,5,R,N,CHI,CHI,180.0
14953,7162.0,222.0,19.0,Victoria,BCHL,1991-11-15,"Calgary, MO  USA",USA,14703.0,2011-06-25,58,2011,26,Joel,73.0,Lowry,,140,19,8476382.0,Joel Lowry,LW,N,,5,L,N,LAK,LAK,180.0
14954,7392.0,87.0,20.0,Saskatoon,WHL,1991-03-30,"Prince Albert, SK  CAN",CAN,6846.0,2011-06-25,58,2011,27,Darian,73.0,Dziurzynski,,141,20,8476037.0,Darian Dziurzynski,LW,N,,5,L,N,PHX,PHX,208.0
14955,6546.0,337.0,17.0,Malmo Jr.,SWEDEN-JR.,1993-07-23,"Malmö, Sweden",SWE,36245.0,2011-06-25,58,2011,18,Simon,74.0,Karlsson,,142,21,8476383.0,Simon Karlsson,D,N,,5,R,N,NSH,NSH,178.0
14956,6791.0,217.0,18.0,Skovde,SWEDEN-3,1992-11-20,"Skovde, Sweden",SWE,32145.0,2011-06-25,58,2011,24,Max,70.0,Friberg,,143,22,8476384.0,Max Friberg,LW,N,,5,R,N,ANA,ANA,195.0
14957,6750.0,176.0,18.0,Spokane,WHL,1992-12-31,"Ostvava, Czech Republic",CZE,24926.0,2011-06-25,58,2011,5,Dominik,72.0,Uher,,144,23,8476339.0,Dominik Uher,C,N,,5,L,N,PIT,PIT,195.0
14958,6645.0,71.0,18.0,Choate-Rosemary,HIGH-CT,1993-04-15,"Montreal, QC  CAN",CAN,11198.0,2011-06-25,58,2011,17,Philippe,72.0,Hudon,,145,24,8476297.0,Philippe Hudon,C/RW,N,,5,R,N,DET,DET,197.0
14959,6839.0,265.0,18.0,Linkoping Jr.,SWEDEN-JR.,1992-10-03,"Linkoping, Sweden",SWE,28009.0,2011-06-25,58,2011,17,Mattias,74.0,Backman,,146,25,8476298.0,Mattias Backman,D,N,,5,L,N,PHI-DET,DET,169.0
14960,6796.0,222.0,18.0,Rensselaer,ECAC,1992-11-15,"Hamilton, ON  CAN",CAN,12976.0,2011-06-25,58,2011,15,Patrick,75.0,Koudys,,147,26,8476299.0,Patrick Koudys,D,N,,5,L,N,WSH,WSH,198.0
14961,6663.0,89.0,18.0,Chelyabinsk 2,RUSSIA-JR.,1993-03-28,"Chelyabinsk, Russia",RUS,42026.0,2011-06-25,58,2011,14,Nikita,72.0,Nesterov,,148,27,8476300.0,Nikita Nesterov,D,N,,5,L,N,TBL,TBL,183.0
14962,6736.0,162.0,18.0,Belleville,OHL,1993-01-14,"Windsor, ON  CAN",CAN,2624.0,2011-06-25,58,2011,52,Austen,74.0,Brassard,,149,28,8476301.0,Austen Brassard,RW,N,,5,R,N,SJS-WPG,WPG,188.0
14963,6665.0,91.0,18.0,Sudbury,OHL,1993-03-26,"Toronto, ON  CAN",CAN,4836.0,2011-06-25,58,2011,23,Frank,72.0,Corrado,,150,29,8476302.0,Frank Corrado,D,N,,5,R,N,VAN,VAN,190.0
14964,6563.0,354.0,17.0,Milton Academy,HIGH-MA,1993-07-06,"Massapequa, NY  USA",USA,18354.0,2011-06-25,58,2011,6,Rob,75.0,O'Gara,,151,30,8476303.0,Rob O'Gara,D,N,,5,L,N,BOS,BOS,185.0
14965,6746.0,172.0,18.0,Sault Ste. Marie,OHL,1993-01-04,"Mississauga, ON  CAN",CAN,2800.0,2011-06-25,58,2011,10,David,74.0,Broll,,152,1,8476304.0,David Broll,LW,N,,6,L,N,EDM-TOR,TOR,216.0
14966,6788.0,214.0,18.0,Val d'Or,QMJHL,1992-11-23,"Levis, QC  CAN",CAN,1291.0,2011-06-25,58,2011,21,Gabriel,74.0,Beaupre,,153,2,8476305.0,Gabriel Beaupre,D,N,,6,L,N,COL,COL,195.0
14967,6811.0,237.0,18.0,Burnsville,HIGH-MN,1992-10-31,"Burnsville, MN  USA",USA,26383.0,2011-06-25,58,2011,13,Edward,75.0,Wittchow,,154,3,8476306.0,Edward Wittchow,D,N,,6,L,N,FLA,FLA,189.0
14968,6667.0,93.0,18.0,Owen Sound,OHL,1993-03-24,"Brantford, ON  CAN",CAN,8230.0,2011-06-25,58,2011,27,Andrew,72.0,Fritsch,,155,4,8476307.0,Andrew Fritsch,RW,N,,6,R,N,NYI-PHX,PHX,187.0
14969,7158.0,218.0,19.0,Spokane,WHL,1991-11-19,"Peace River, AB  CAN",CAN,13031.0,2011-06-25,58,2011,9,Darren,73.0,Kramer,,156,5,8476308.0,Darren Kramer,C,N,,6,L,N,OTT,OTT,202.0
14970,6977.0,38.0,19.0,Portage,MJHL,1992-05-18,"Winnipeg, MB  CAN",CAN,12218.0,2011-06-25,58,2011,52,Jason,75.0,Kasdorf,,157,6,8476309.0,Jason Kasdorf,G,N,,6,L,N,WPG,WPG,178.0
14971,6694.0,120.0,18.0,C. Budejovice Jr.,CZREP-JR.,1993-02-25,"Ceské Budejovice, Czech Republic",CZE,46525.0,2011-06-25,58,2011,29,Lukas,72.0,Sedlak,,158,7,8476310.0,Lukas Sedlak,C,N,,6,L,N,CBJ,CBJ,198.0
14972,6660.0,86.0,18.0,Swift Current,WHL,1993-03-31,"Edmonton, AB  CAN",CAN,21752.0,2011-06-25,58,2011,1,Reece,73.0,Scarlett,,159,8,8476311.0,Reece Scarlett,D,N,,6,R,N,NJD,NJD,168.0
14973,7201.0,261.0,19.0,Salmon Arm,BCHL,1991-10-07,"Hinsdale, IL  USA",USA,15418.0,2011-06-25,58,2011,24,Josh,75.0,Manson,,160,9,8476312.0,Josh Manson,D,N,,6,R,N,TOR-ANA,ANA,205.0
14974,6532.0,323.0,17.0,Loomis-Chaffee,HIGH-CT,1993-08-06,"Hartford, CT  USA",USA,16826.0,2011-06-25,58,2011,30,Steve,74.0,Michalek,,161,10,8476313.0,Steve Michalek,G,N,,6,L,N,MIN,MIN,205.0
14975,6609.0,35.0,18.0,Saint John,QMJHL,1993-05-21,"Saint John, NB  CAN",CAN,24210.0,2011-06-25,58,2011,19,Ryan,72.0,Tesink,,162,11,8476314.0,Ryan Tesink,C,N,,6,L,N,STL,STL,153.0
14976,6728.0,154.0,18.0,Plymouth,OHL,1993-01-22,"Toledo, OH  USA",USA,15237.0,2011-06-25,58,2011,12,Matt,74.0,Mahalak,,163,12,8476315.0,Matt Mahalak,G,N,,6,L,N,CAR,CAR,182.0
14977,6668.0,94.0,18.0,Edmonton,WHL,1993-03-23,"Port Alberni, BC  CAN",CAN,2838.0,2011-06-25,58,2011,20,Laurent,75.0,Brossoit,,164,13,8476316.0,Laurent Brossoit,G,N,,6,L,N,CGY,CGY,200.0
14978,6558.0,349.0,17.0,Saskatoon,WHL,1993-07-11,"Ostrava, Czech Republic",CZE,23651.0,2011-06-25,58,2011,25,Matej,75.0,Stransky,,165,14,8476317.0,Matej Stransky,RW,N,,6,R,N,DAL,DAL,193.0
14979,7378.0,73.0,20.0,Yaroslavl,RUSSIA,1991-04-13,"Kiev, Ukraine",UKR,47674.0,2011-06-25,58,2011,28,Daniil,74.0,Sobchenko,,166,15,8476318.0,Daniil Sobchenko,C,N,,6,L,N,NYR-SJS,SJS,192.0
14980,7261.0,321.0,19.0,Kootenay,WHL,1991-08-08,"Abbotsford, BC  CAN",CAN,14393.0,2011-06-25,58,2011,7,Nathan,77.0,Lieuwen,,167,16,8476319.0,Nathan Lieuwen,G,N,,6,L,N,BUF,BUF,185.0
